=== beamsurrogate [run] run_id=p6_dataset_simple model=mlp regime=pushforward stabilizer=none dataset=simple features=['U'] ===
[mem] start: 0.58 Go
Loaded 2000 trajectories from /home/aph25/Code_GH/data/beam_dataset_simple.h5
Split distribution (from dataset):
  train : 1817 simulations (90.8 %)
  val   :   84 simulations (4.2 %)
  test  :   99 simulations (5.0 %)
[mem] after load_hdf5_dataset: 28.96 Go
[mem] after compute_norm_stats: 28.96 Go
MLP(
  (net): Sequential(
    (0): Linear(in_features=69, out_features=256, bias=True)
    (1): GELU(approximate='none')
    (2): Linear(in_features=256, out_features=128, bias=True)
    (3): GELU(approximate='none')
    (4): Linear(in_features=128, out_features=32, bias=True)
    (5): GELU(approximate='none')
    (6): Linear(in_features=32, out_features=2, bias=True)
  )
)
Parameters: 55,010
[mem] after make_dataloaders: 54.62 Go
[mem] after trimming df to test split: 28.18 Go
Epoch   47/80  --  data: 0.0016  |  pushforward: 0.0192  |  physics: 0.0043  |  comparable loss (val): 0.0114
Epoch   48/80  --  data: 0.0014  |  pushforward: 0.0158  |  physics: 0.0032  |  comparable loss (val): 0.0064
Epoch   49/80  --  data: 0.0013  |  pushforward: 0.0146  |  physics: 0.0031  |  comparable loss (val): 0.0026
Epoch   50/80  --  data: 0.0014  |  pushforward: 0.0153  |  physics: 0.0032  |  comparable loss (val): 0.0118
Epoch   51/80  --  data: 0.0013  |  pushforward: 0.0147  |  physics: 0.0031  |  comparable loss (val): 0.0072
Epoch   52/80  --  data: 0.0013  |  pushforward: 0.0152  |  physics: 0.0031  |  comparable loss (val): 0.0141
Epoch   53/80  --  data: 0.0013  |  pushforward: 0.0140  |  physics: 0.0031  |  comparable loss (val): 0.0064
Epoch   54/80  --  data: 0.0014  |  pushforward: 0.0160  |  physics: 0.0034  |  comparable loss (val): 0.0107
Epoch   55/80  --  data: 0.0012  |  pushforward: 0.0137  |  physics: 0.0029  |  comparable loss (val): 0.0112
Epoch   56/80  --  data: 0.0012  |  pushforward: 0.0127  |  physics: 0.0028  |  comparable loss (val): 0.0596
Epoch   57/80  --  data: 0.0012  |  pushforward: 0.0128  |  physics: 0.0028  |  comparable loss (val): 0.0116
Epoch   58/80  --  data: 0.0012  |  pushforward: 0.0132  |  physics: 0.0028  |  comparable loss (val): 0.0061
Epoch   59/80  --  data: 0.0014  |  pushforward: 0.0141  |  physics: 0.0032  |  comparable loss (val): 0.0293
Epoch   60/80  --  data: 0.0011  |  pushforward: 0.0120  |  physics: 0.0026  |  comparable loss (val): 0.0077
Epoch   61/80  --  data: 0.0012  |  pushforward: 0.0124  |  physics: 0.0029  |  comparable loss (val): 0.0016
