traj_idx,E_short,E_max,t_E_max,P_thr_5pct,amp_loss_pct,energy_drift_pct,error_corr_time,t_div,T_max_5pct,T_max_10pct,T_mean_5pct,T_mean_10pct
5,0.0004243618933548146,0.004636901693836362,4.41,95.1219512195122,-1.2583365512244613,1.4218803440212493,0.36,0.51,0.21,0.51,0.81,1.2
27,0.000222342487469174,0.0033658666986662975,4.53,98.78048780487805,-9.701186304440016,28.142386869006575,0.36,0.12,0.12,0.12,1.23,1.59
94,0.00044548761807529716,0.006700123865308083,4.95,98.78048780487805,-19.133311506007804,304.87718127686594,0.24,0.27,0.12,0.27,1.35,2.13
100,0.00014624870354816192,0.0030649684776835606,2.64,84.7560975609756,-53.53285274652526,435404.5070271851,0.21,1.44,0.81,1.44,1.35,1.71
109,0.0014110620925746778,0.011038160054573674,4.7700000000000005,97.5609756097561,-10.338958439839105,15.55029134531612,0.6599999999999999,0.27,0.18,0.27,0.51,0.6900000000000001
124,0.0002914377593885715,0.0034514872772721888,4.59,94.51219512195122,-32.296165334458834,277.69065616058214,0.27,0.93,0.33,0.93,0.93,1.3800000000000001
140,0.00020105767716737234,0.004557832228391573,4.71,95.1219512195122,-49.208118984228605,1266.914067980258,0.18,0.84,0.21,0.84,1.17,3.0300000000000002
151,0.0004781841562213187,0.02490820281491324,4.89,73.17073170731707,1.7133502564405227,613.0828331675275,0.8099999999999999,2.19,1.08,2.19,2.79,3.48
156,0.00039321659936812116,0.004971266753669579,4.71,95.1219512195122,-21.33580665994382,133.61374086819887,0.69,0.39,0.3,0.39,0.54,1.05
183,0.00014002254188952664,0.001946202065674989,4.92,98.78048780487805,-3.2137159801957202,113.93910115581737,0.57,0.39,0.12,0.39,2.46,3.63
192,0.0001695458757179544,0.0044133274755040475,4.95,83.53658536585365,47.65679290724746,6419.989956193436,0.87,1.29,0.78,1.29,1.1400000000000001,1.68
237,0.0006696676145817083,0.02081579013553751,4.95,92.07317073170732,35.840275148411095,414.843925218015,0.6599999999999999,1.23,0.18,1.23,1.62,3.63
260,0.0002142803211183578,0.0027061949496324763,4.95,92.07317073170732,11.930582452055363,82.44652909308667,0.48,0.6900000000000001,0.42,0.6900000000000001,1.2,1.32
316,0.00031311200698298526,0.0048911248577496735,3.6,95.73170731707317,6.703232752449451,871.8607285757759,0.24,1.35,0.24,1.35,1.53,2.46
340,0.00029029304133959815,0.00958276054727461,4.95,84.7560975609756,68.06136382939972,44007.4541265078,0.99,1.83,0.81,1.83,1.47,2.13
368,0.00073926202266124,0.010315466724034281,4.95,97.5609756097561,14.730350237161373,-20.89993604277059,0.27,0.66,0.15,0.66,0.93,1.86
416,0.00028900595149031715,0.004208310660033021,4.71,98.78048780487805,-64.06539462247751,188.45778708741886,0.18,0.42,0.12,0.42,0.6900000000000001,1.23
449,0.0004815020098007329,0.0054381520905542316,3.36,89.63414634146342,1.1968049688913613,71.4371106149013,0.51,0.87,0.5700000000000001,0.87,1.59,2.85
494,0.00012495827213900783,0.0010480873109174843,4.53,98.17073170731707,16.942613055610764,129.0869477545137,0.51,0.3,0.15,0.3,0.36,0.63
593,0.0006584126446252948,0.00861323971638974,4.53,98.78048780487805,21.75206574492195,-61.98169387849272,0.36,0.39,0.12,0.39,0.9,1.68
595,0.00036700648714013196,0.013314180480243805,4.95,83.53658536585365,12.858063229566561,10391.453794970352,1.1099999999999999,1.71,0.87,1.71,1.53,2.0100000000000002
602,0.000771197898917773,0.010839675359420653,3.63,92.6829268292683,25.684590623109628,85.01117972226537,0.9299999999999999,0.84,0.42,0.84,0.84,1.3800000000000001
636,0.0002035724444600433,0.0018488712866486642,3.27,62.80487804878049,2.58461290357637,4665.387065195557,0.69,1.53,0.96,1.53,1.44,2.85
640,0.0004935943816714723,0.006141608712737606,4.95,98.78048780487805,-26.529912294634872,69.85297014854305,0.21,0.45,0.12,0.45,0.54,1.53
668,0.0007524755045473698,0.006567187868410634,4.44,98.78048780487805,0.9550700843158022,-24.241182334974393,0.18,0.12,0.12,0.12,0.6900000000000001,1.02
669,0.00017206894030453266,0.006355107449044538,4.14,95.1219512195122,-35.58751105543764,748.8443358098974,0.54,1.26,0.21,1.26,1.59,1.95
692,0.00011988717751168225,0.0008002036556099144,1.8,95.73170731707317,12.341695436164294,-75.34414683833484,0.54,0.3,0.24,0.3,0.3,0.39
697,0.00023142483753210596,0.002965507149662971,4.74,88.41463414634147,-3.8263928468379977,114.09771464346119,0.3,1.35,0.54,1.35,1.53,2.67
763,0.0006719350233209217,0.004984944639161302,4.5600000000000005,98.78048780487805,29.782087471795673,-28.099938437828154,0.54,0.12,0.12,0.12,0.84,2.52
769,0.0007173039872234578,0.009290576741477707,2.97,95.73170731707317,7.396455879694787,-52.0130176909253,0.24,0.45,0.24,0.45,0.96,1.5
781,0.0005606239819443728,0.005362061016546122,3.27,96.95121951219512,19.13036510096468,-52.73912851402766,0.75,0.21,0.18,0.21,1.2,1.92
788,0.00017931547010769256,0.004611668714612455,4.41,67.6829268292683,-7.556691446333374,867.8389884879887,0.36,3.0300000000000002,1.2,3.0300000000000002,4.26,
806,0.00014588309612742752,0.004521412264616702,4.47,98.78048780487805,-33.1687510854652,663.5981063258776,0.51,0.39,0.12,0.39,2.0100000000000002,2.49
818,0.00031446964116637813,0.006018374160703388,4.8,95.1219512195122,6.324478246169263,578.8415256324478,0.54,1.02,0.3,1.02,1.1400000000000001,1.3800000000000001
851,0.000326346682141303,0.012488267283657383,4.95,73.17073170731707,43.34416326792523,454626.2978927834,1.1099999999999999,1.83,1.3800000000000001,1.83,1.53,2.04
908,0.00047066030382601586,0.029591831950391032,4.95,98.17073170731707,-145.35958977598136,1810.0802086391525,0.8999999999999999,0.42,0.15,0.42,0.75,2.61
913,0.00015995201153650476,0.0019469817502091773,3.81,64.63414634146342,0.1795954479461261,1755.7482561092852,0.63,3.5700000000000003,1.29,3.5700000000000003,3.42,
953,0.00048570259340188597,0.010234591821271483,4.92,90.2439024390244,-66.79644527163082,61829.311313156395,0.6599999999999999,0.96,0.54,0.96,1.08,1.44
955,0.000451774762452162,0.006202814526101368,4.59,98.78048780487805,14.554861197679916,-20.662378067360233,0.44999999999999996,0.12,0.12,0.12,0.87,1.53
969,0.00015856576347640715,0.0014497133843778655,4.95,88.41463414634147,0.000831345125280385,3231.9534358449955,0.48,1.05,0.63,1.05,1.41,1.8900000000000001
972,0.00037936953969954596,0.006053167961337728,4.59,98.78048780487805,-5.641743723719012,330.4126086391869,0.51,0.12,0.12,0.12,1.1400000000000001,2.58
1006,0.0005192529804219792,0.026752448725191197,4.95,98.78048780487805,-212.2682409190742,2883.86607361176,0.75,0.12,0.12,0.12,0.93,1.68
1009,0.00025572029811364057,0.002820956798115409,3.5100000000000002,91.46341463414635,31.54199938327901,848.1825740491072,0.63,0.93,0.48,0.93,0.81,1.47
1024,0.00014689369318806274,0.0008547206033070003,4.47,98.78048780487805,24.909919590157095,-17.50140052323289,0.57,0.12,0.12,0.12,0.63,1.11
1028,0.0022540327185434066,0.014186831855493864,4.92,98.78048780487805,17.625458492869704,-84.00026741335667,0.48,0.15,0.12,0.15,0.39,1.1400000000000001
1037,0.00034585294101610093,0.003496978685400676,4.5,97.5609756097561,27.449169627767553,132.65416881989992,0.42,0.21,0.18,0.21,1.17,1.59
1108,8.537932000425554e-05,0.0013700965246243868,4.95,92.07317073170732,68.21615094837071,1220.5964956226965,0.9299999999999999,0.66,0.39,0.66,0.81,1.1400000000000001
1111,0.00043254456935461113,0.00879453835215877,4.92,95.1219512195122,-157.51487023944404,56798.361279707424,0.9299999999999999,0.42,0.3,0.42,0.54,0.81
1134,0.00024628931488813153,0.0022122674943203047,4.08,87.8048780487805,-16.43119944906553,224519.33474443044,0.63,1.2,0.66,1.2,1.26,2.13
1136,0.0009603191105071879,0.004174480156507343,1.3800000000000001,93.29268292682927,-1.3695217974118403,23.625270388907044,0.75,0.6,0.39,0.6,0.63,1.08
1147,0.00021907079427418774,0.004566431756096556,4.41,98.78048780487805,-5.809642705998073,67.0587439226215,0.42,1.56,0.12,1.56,2.85,
1196,0.00041954930495844117,0.005275737935787437,3.75,96.34146341463415,-5.564134297801957,184.21647603841853,0.27,0.66,0.15,0.66,1.53,3.7800000000000002
1200,0.00019565278962382468,0.011086678949161037,4.95,85.97560975609755,-111.86704650264608,9067210.05767852,0.72,0.99,0.75,0.99,1.23,1.56
1236,0.00022237753302102231,0.001760271094080768,3.21,95.1219512195122,68.07300065884583,67.60432316980722,0.6,0.42,0.3,0.42,0.75,1.17
1248,0.0009497774503145216,0.013210675414741163,3.87,98.78048780487805,39.22637791926216,-71.35313354152804,0.27,0.15,0.12,0.15,0.99,2.58
1270,0.00020756566725894877,0.0034269679555936653,3.96,89.63414634146342,6.466941023679059,63506.08048876768,0.9299999999999999,0.99,0.5700000000000001,0.99,1.02,1.59
1272,0.00020958703525945346,0.0075692561385949375,4.38,81.09756097560975,24.27096890278436,-0.7095625194933741,1.1099999999999999,1.8900000000000001,0.99,1.8900000000000001,2.0100000000000002,2.31
1276,0.00010146084688453729,0.0061057449051808745,4.95,78.65853658536585,-5.928590977962655,66998990.01940892,0.24,1.59,0.81,1.59,1.95,2.5500000000000003
1278,0.00018064057561320505,0.00614678160584811,4.95,84.14634146341463,-55.35033808420164,349.265893641153,0.8099999999999999,1.5,0.66,1.5,1.62,2.19
1286,0.0007377359111115683,0.004921874975130957,4.47,98.78048780487805,-10.35651803511926,106.18167392756739,0.48,0.12,0.12,0.12,0.72,0.96
1331,0.0001761856137981248,0.006333368803324158,4.95,79.26829268292683,4.289833672260081,620.5989410167449,0.44999999999999996,1.74,1.02,1.74,1.86,2.19
1350,0.00023462374515241847,0.010121350169362584,4.92,78.65853658536585,-86.39456911428596,10548.807250568572,0.39,2.22,0.75,2.22,2.49,3.69
1385,0.00019970090270113092,0.0022971730545002893,3.84,98.78048780487805,3.903002070821151,6.374699537446713,0.63,0.33,0.12,0.33,0.81,2.16
1391,0.0002248387155068189,0.007926135189004702,4.7700000000000005,77.4390243902439,19.12429573599939,3694.6250501153527,1.14,1.68,1.17,1.68,1.3800000000000001,1.83
1431,0.0003640183586022808,0.01153531971479583,4.92,97.5609756097561,-184.57609875018986,4826.0697674256435,1.17,0.24,0.18,0.24,0.6,1.32
1434,0.00044589692181112086,0.0045378701701332055,4.95,96.95121951219512,-23.559516284259242,168.18980104436207,0.36,0.45,0.21,0.45,0.51,0.75
1441,0.0002852457475906991,0.0042431172055330535,4.89,98.78048780487805,-10.39395384260897,84.2809329570037,0.15,0.12,0.12,0.12,0.75,1.05
1444,0.000549024360867191,0.0032570319864717373,4.83,98.78048780487805,-20.505596783778184,186.82368199939873,0.39,0.12,0.12,0.12,0.5700000000000001,0.93
1445,3.805329597194199e-05,0.003880157160892849,4.17,63.41463414634146,52.7754951737064,209994.06388672368,0.99,2.04,1.86,2.04,2.13,2.37
1465,0.0003477050255807395,0.006387115407051169,3.18,94.51219512195122,-16.407426637248353,155.14580133685104,0.6,0.63,0.33,0.63,0.75,1.98
1486,0.0003077456200095422,0.0078068103384794085,4.59,96.95121951219512,7.893597249150782,348.1580758953941,0.18,1.08,0.21,1.08,2.2800000000000002,4.59
1510,0.00016708556712659992,0.0031681365809946367,4.53,93.90243902439025,-4.643994236403752,385.358203570736,0.3,0.6900000000000001,0.36,0.6900000000000001,1.11,2.61
1516,0.00028230816121209987,0.0017119558063315075,3.54,82.3170731707317,1.4608125721449396,466.57476271807656,0.6,1.08,0.75,1.08,1.05,1.3800000000000001
1543,0.00027661889353648326,0.0036847007912588995,4.95,97.5609756097561,-34.1803534099571,319.2386174278264,0.32999999999999996,0.42,0.18,0.42,0.51,1.77
1550,0.0004973372114641739,0.007393033208449876,4.7700000000000005,98.78048780487805,-24.665477717085977,143.38043195640856,0.51,0.12,0.12,0.12,0.48,0.84
1553,0.000281692165140373,0.014653776336681643,4.95,92.6829268292683,-10.983880257391348,1269.3815902914123,0.78,0.5700000000000001,0.12,0.5700000000000001,1.35,2.49
1554,0.00023949629377551562,0.0028040420899441377,4.59,93.90243902439025,-46.90057223879425,932.4095216285781,0.27,0.51,0.36,0.51,0.75,2.7600000000000002
1559,0.0003775487193819799,0.007275719839526573,4.95,85.36585365853658,-42.707808492204215,6516.091681856597,0.63,1.17,0.78,1.17,1.29,2.2800000000000002
1570,0.00013320429495249615,0.005108600244955063,4.95,85.36585365853658,-67.23317387241306,5554.5397896156155,0.32999999999999996,1.2,0.72,1.2,1.44,1.68
1587,0.00017526639881360173,0.004424599207595747,3.15,84.7560975609756,10.98339150085796,396.1482717896426,0.84,0.93,0.75,0.93,1.11,1.5
1596,0.00037747537067483875,0.010213633870531265,4.23,98.17073170731707,1.2090556662412093,65.98037105848971,0.8099999999999999,0.21,0.15,0.21,1.53,2.16
1611,0.00032289294752998923,0.011367730735342911,4.95,89.63414634146342,-53.799394938652625,8174.709507183076,0.44999999999999996,0.75,0.5700000000000001,0.75,2.67,4.5
1657,0.0004621956221465228,0.032536716584537426,4.8,95.73170731707317,-58.180890995843306,743.9305187063682,0.96,0.6,0.27,0.6,1.5,1.83
1668,0.0003228591202741836,0.00518657725767253,4.95,98.78048780487805,5.467109243635602,207.13195692929614,0.27,0.3,0.12,0.3,0.81,1.05
1690,0.0003963121562237516,0.005927077511809193,4.7700000000000005,97.5609756097561,-9.10451842766591,120.08947503477012,0.54,0.45,0.15,0.45,0.99,1.26
1717,4.24555020526639e-05,0.004463763595279952,4.92,43.90243902439025,14.655500826830275,3115750.7639789563,0.84,3.3000000000000003,2.82,3.3000000000000003,3.06,3.69
1740,3.0205983724424117e-05,0.003485534624013124,4.74,68.29268292682927,6.119103245944758,554066.3054932153,0.57,2.0100000000000002,1.59,2.0100000000000002,1.98,2.25
1741,0.00032030690774744337,0.0038376929232348776,4.89,97.5609756097561,-32.22256676552699,380.97289568071744,0.18,0.3,0.15,0.3,0.93,1.35
1762,0.000498998294457891,0.003400446208564817,3.9,97.5609756097561,0.03933261351442208,27.5859594001795,0.18,0.6,0.18,0.6,0.72,2.67
1765,0.0005608550468932873,0.006008652042400965,4.47,98.17073170731707,-5.95452852721651,53.15127070233194,0.21,0.21,0.15,0.21,0.75,1.29
1776,0.00015377605430203154,0.0056990187394271325,4.2,85.36585365853658,39.50728016387546,37.1704658807992,1.14,1.41,0.6,1.41,2.07,2.2800000000000002
1885,0.00013216887559186843,0.001612635727107173,3.69,64.63414634146342,0.21910517373813646,2503.1668687421607,0.78,1.59,1.2,1.59,1.47,3.33
1900,0.00033128665898381904,0.0041221089450401835,4.7700000000000005,98.17073170731707,-7.941512573821115,273.3087277626186,0.15,0.21,0.15,0.21,1.23,1.6500000000000001
1963,0.0008555857723452642,0.012514811671280768,4.44,98.78048780487805,21.188880047689945,142.3631408317279,0.6,0.72,0.12,0.72,1.1400000000000001,1.53
1973,0.0006422414311471052,0.00496802822572515,4.44,98.78048780487805,22.40544003030971,-59.14779008397794,0.54,0.24,0.12,0.24,0.9,1.23
1985,0.00028753243441558365,0.0041435794363427975,4.29,93.29268292682927,-0.6712417199349119,142.4066540348333,0.27,0.72,0.39,0.72,1.3800000000000001,2.85
1995,0.00035488026017234907,0.005010404314922387,3.99,98.78048780487805,-57.634199323420376,473.10212011889496,0.12,0.24,0.12,0.24,0.5700000000000001,1.05
